date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:58:24	7151/7151	---M--	200	added ('OK')	image/png	etag:%22cc4497846f47b6ba385ffb1e7279f4e0%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e1588fa2424d2f253751b3_incident-response-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e1588fa2424d2f253751b3_incident-response-y.png	(from https://www.247techies.com/it-security/it-security-solutions)
23:58:24	7219/7219	---M--	200	added ('OK')	image/png	etag:%220c0f17911bfd2630ce87a087fd753a02%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e15899537ab7168d79e3a0_digital-forensic-investigation-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e15899537ab7168d79e3a0_digital-forensic-investigation-y.png	(from https://www.247techies.com/it-security/it-security-solutions)
23:58:25	7937/7937	---M--	200	added ('OK')	image/png	etag:%22a606007714f9d3d7f4fac1fc93ef61f2%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e158a4a8b05d5ce6535f59_v-ciso-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e158a4a8b05d5ce6535f59_v-ciso-y.png	(from https://www.247techies.com/it-security/it-security-solutions)
23:58:26	13224/13224	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202024%2013:57:29%20GMT	https://www.247techies.com/case-studies/casestudy-secuaudit	D:/JP%20Web%20Sites/247techtest/www.247techies.com/case-studies/casestudy-secuaudit.html	(from https://www.247techies.com/it-security/it-security-solutions)
23:58:27	13651/13651	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2022:15:19%20GMT	https://www.247techies.com/case-studies/casestudy-itaudit	D:/JP%20Web%20Sites/247techtest/www.247techies.com/case-studies/casestudy-itaudit.html	(from https://www.247techies.com/it-security/it-security-solutions)
23:58:29	13301/13301	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2019:50:56%20GMT	https://www.247techies.com/case-studies/casestudy-isms	D:/JP%20Web%20Sites/247techtest/www.247techies.com/case-studies/casestudy-isms.html	(from https://www.247techies.com/it-security/it-security-solutions)
23:58:29	5968/5968	---M--	200	added ('OK')	image/png	etag:%228b8923141a809d28907710d08a457537%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84ccdf8ff178_staxIcon.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84ccdf8ff178_staxIcon.png	(from https://www.247techies.com/case-studies/case-studies)
23:58:30	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2017%20Dec%202024%2016:58:21%20GMT	https://www.247techies.com/it-security/security-solutions	D:/JP%20Web%20Sites/247techtest/www.247techies.com/it-security/security-solutions.html	(from https://www.247techies.com/)
23:58:30	17575/17575	---M--	200	added ('OK')	image/png	etag:%22fe3efb37b547833cd691ec6e9b2e8f23%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8435b38ff185_case-desaram-3.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8435b38ff185_case-desaram-3.png	(from https://www.247techies.com/case-studies/case-studies)
23:58:31	10418/10418	---M--	200	added ('OK')	image/png	etag:%2227a78badce046e151c6c46648c6e4ee6%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8426818ff182_case-ust-global3.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8426818ff182_case-ust-global3.png	(from https://www.247techies.com/case-studies/case-studies)
23:58:31	7826/7826	---M--	200	added ('OK')	image/png	etag:%22a96485c201649106ff00bc89e8baf729%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a840d5b8ff202_case-icon-secaudit.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a840d5b8ff202_case-icon-secaudit.png	(from https://www.247techies.com/case-studies/case-studies)
23:58:31	11087/11087	---M--	200	added ('OK')	image/png	etag:%22ce2c9ded1030dffeefea46bf0b5f6010%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84af878ff201_case-icon-audit.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84af878ff201_case-icon-audit.png	(from https://www.247techies.com/case-studies/case-studies)
23:58:32	8371/8371	---M--	200	added ('OK')	image/png	etag:%22bb5d9af965b01dd2320683045a92208a%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a843a6c8ff203_case-isms-audit.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a843a6c8ff203_case-isms-audit.png	(from https://www.247techies.com/case-studies/case-studies)
23:58:32	20686/20686	---M--	200	added ('OK')	image/jpeg	etag:%22af3c858763d378296c2975cebda8e618%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a847f208ff262_1.jpg	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a847f208ff262_1.jpg	(from https://www.247techies.com/case-studies/case-studies)
23:58:34	17470/17470	---M--	200	added ('OK')	image/png	etag:%228b41eccfc8aaa191385106a103516a44%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebc0a7550c694b67468ab0_patronus-wealth2.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebc0a7550c694b67468ab0_patronus-wealth2.png	(from https://www.247techies.com/case-studies/case-studies)
23:58:34	18678/18678	---M--	200	added ('OK')	image/jpeg	etag:%22df2eca41de9ad990b8a2805e258efc61%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a842ec28ff261_4.jpg	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a842ec28ff261_4.jpg	(from https://www.247techies.com/case-studies/case-studies)
23:58:35	21270/21270	---M--	200	added ('OK')	image/jpeg	etag:%22b21b48df0abb76ff9b19641b1022fa8e%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a840ccc8ff263_3.jpg	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a840ccc8ff263_3.jpg	(from https://www.247techies.com/case-studies/case-studies)
23:58:35	111266/111266	---M--	200	added ('OK')	image/jpeg	etag:%22d01ccc2455f4de9891d02a32c71f7e21%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8491ec8ff229_awardsSet4.jpg	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8491ec8ff229_awardsSet4.jpg	(from https://www.247techies.com/about-us)
23:58:36	79195/79195	---M--	200	added ('OK')	image/jpeg	etag:%22fc0cf139af4fd73b2696ca93d47892f7%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a845e7c8ff226_expertise-2.jpg	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a845e7c8ff226_expertise-2.jpg	(from https://www.247techies.com/about-us)
23:58:36	11764/11764	---M--	200	added ('OK')	image/jpeg	etag:%22df4d62ced45130275b174d8cca502afe%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/6705b2e95099e1c94f3519fd_BD-500.jpg	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/6705b2e95099e1c94f3519fd_BD-500.jpg	(from https://www.247techies.com/about-us)
23:58:36	17941/17941	---M--	200	added ('OK')	image/jpeg	etag:%228934830ce11af5868a4ad7a1b867c716%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/6705b2e95099e1c94f3519c9_BD-rajan.jpg	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/6705b2e95099e1c94f3519c9_BD-rajan.jpg	(from https://www.247techies.com/about-us)
23:58:37	17746/17746	---M--	200	added ('OK')	image/jpeg	etag:%226ca442360d9310d11909a476755e1f16%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/6705b2e95099e1c94f3519a0_BD-Sailesh.jpg	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/6705b2e95099e1c94f3519a0_BD-Sailesh.jpg	(from https://www.247techies.com/about-us)
23:58:37	23426/23426	---M--	200	added ('OK')	image/jpeg	etag:%2200b18beb07c8b16436b320e5af304489%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/6705b2ea5099e1c94f351a2e_BD-Prof.jpg	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/6705b2ea5099e1c94f351a2e_BD-Prof.jpg	(from https://www.247techies.com/about-us)
23:58:37	5710/5710	---M--	200	added ('OK')	image/png	etag:%228bac298e27222e5d2e94b5719c583085%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e8f2f7fbd6ff1c0f161f8b_austin.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e8f2f7fbd6ff1c0f161f8b_austin.png	(from https://www.247techies.com/about-us)
23:58:38	5435/5435	---M--	200	added ('OK')	image/png	etag:%22f4761c33f43fb418334b7f45be547344%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e8f3920d6702cc8e5d9b75_ust-global.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e8f3920d6702cc8e5d9b75_ust-global.png	(from https://www.247techies.com/about-us)
23:58:38	10263/10263	---M--	200	added ('OK')	image/png	etag:%2258cb99abd5011706922b52101e60270e%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb98a1adba71a16e3c8fed_swivel-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb98a1adba71a16e3c8fed_swivel-n.png	(from https://www.247techies.com/about-us)
23:58:38	23505/23505	---M--	200	added ('OK')	image/png	etag:%22b326159412186659eb074adc4c629665%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb99b68394fc4d49ea0150_cent-n2.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb99b68394fc4d49ea0150_cent-n2.png	(from https://www.247techies.com/about-us)
23:58:39	3859/3859	---M--	200	added ('OK')	image/png	etag:%223f9e4f8506a1607683dd693777f4497a%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9d1ef71009b8a91e9115_DG-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9d1ef71009b8a91e9115_DG-n.png	(from https://www.247techies.com/about-us)
23:58:39	12862/12862	---M--	200	added ('OK')	image/png	etag:%225d52b31ce20ba5947522f6b0bd3723a9%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9b5c5726b99971382fdb_hankey-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9b5c5726b99971382fdb_hankey-n.png	(from https://www.247techies.com/about-us)
23:58:39	7871/7871	---M--	200	added ('OK')	image/png	etag:%22563238954a297a2c503d7328beca176f%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9bebbe141d05008588f1_machine-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9bebbe141d05008588f1_machine-n.png	(from https://www.247techies.com/about-us)
23:58:40	23859/23859	---M--	200	added ('OK')	image/png	etag:%22cd48544ae64f5e184bd974d472a56604%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e9022e30bdfe306c4f5fbb_ezgif.com-gif-maker.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e9022e30bdfe306c4f5fbb_ezgif.com-gif-maker.png	(from https://www.247techies.com/about-us)
23:58:40	3395/3395	---M--	200	added ('OK')	image/png	etag:%22c60c381da840e515b4badda6d9cb553e%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8440118ff25a_kingslake-3.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8440118ff25a_kingslake-3.png	(from https://www.247techies.com/about-us)
23:58:40	8984/8984	---M--	200	added ('OK')	image/png	etag:%22bffc5b4713c0c620328523b6f9d22e82%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9e2fff03d325530f9e8f_jmark-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9e2fff03d325530f9e8f_jmark-n.png	(from https://www.247techies.com/about-us)
23:58:41	15834/15834	---M--	200	added ('OK')	image/png	etag:%22b5ce831ecb661956bd10306eaba848d5%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9e87ae610f294a5f5ffd_ptcl-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9e87ae610f294a5f5ffd_ptcl-n.png	(from https://www.247techies.com/about-us)
23:58:41	14393/14393	---M--	200	added ('OK')	image/png	etag:%22b373870f7beb44165a4ccc57944cc248%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9f9cbe141d182185b935_julius-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9f9cbe141d182185b935_julius-n.png	(from https://www.247techies.com/about-us)
23:58:42	7643/7643	---M--	200	added ('OK')	image/png	etag:%22343e649af915ce0232b2be39cb1728f5%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9a4d1c2917fd7fdedf6f_park-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb9a4d1c2917fd7fdedf6f_park-n.png	(from https://www.247techies.com/about-us)
23:58:42	10036/10036	---M--	200	added ('OK')	image/png	etag:%22025abd6012e2fc3215d5c76c813f5152%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebad507f7f91c471aa36f9_daves-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebad507f7f91c471aa36f9_daves-n.png	(from https://www.247techies.com/about-us)
23:58:42	9842/9842	---M--	200	added ('OK')	image/png	etag:%22dfe36cf1ade83c8a0bf245f9d70aaa5a%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebad6021f3ac65af029551_fastech-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebad6021f3ac65af029551_fastech-n.png	(from https://www.247techies.com/about-us)
23:58:42	5940/5940	---M--	200	added ('OK')	image/png	etag:%22f1e4033ef805271ee2c2bcc0d2fd3ecb%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebad7a1c8d35ca8eaa64df_alice-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebad7a1c8d35ca8eaa64df_alice-n.png	(from https://www.247techies.com/about-us)
23:58:43	11898/11898	---M--	200	added ('OK')	image/png	etag:%22efc8917061403ec42e8ca9d229bcc518%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebad8c3c40992e90e4a8a8_tru-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebad8c3c40992e90e4a8a8_tru-n.png	(from https://www.247techies.com/about-us)
23:58:43	13826/13826	---M--	200	added ('OK')	image/png	etag:%22e8b6d48b29b38846e5daf66e2e877aef%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebad9bb361bab1f7cc849c_nevarez-n.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebad9bb361bab1f7cc849c_nevarez-n.png	(from https://www.247techies.com/about-us)
23:58:44	20214/20214	---M--	200	added ('OK')	image/jpeg	etag:%223d7e9dab27a2739de5b78d7f33b3fab3%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a849f128ff198_dilendra.jpg	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a849f128ff198_dilendra.jpg	(from https://www.247techies.com/about-us)
23:58:44	10414/10414	---M--	200	added ('OK')	image/png	etag:%226ce306ea5de8b9c80083642b57ff30d9%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8447098ff17b_case-ust-global.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8447098ff17b_case-ust-global.png	(from https://www.247techies.com/case-studies/casestudy-ustglobal)
23:58:45	201390/201390	---M--	200	added ('OK')	image/png	etag:%22405152db3f012b9844cdc507c8f3eb4c%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a840aa28ff17a_a.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a840aa28ff17a_a.png	(from https://www.247techies.com/case-studies/casestudy-stax)
23:58:46	11154/11154	---M--	200	added ('OK')	image/png	etag:%2284980e9ebe71ead4a64cd912d7baa428%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8413e38ff2ae_ms-partner-9-C.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8413e38ff2ae_ms-partner-9-C.png	(from https://www.247techies.com/infrastructure/get-the-best-microsoft-365-experience)
23:58:46	5567/5567	---M--	200	added ('OK')	image/png	etag:%222e670333496fe626cf90f652eebe915a%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84d0218ff28d_ms-365-logo2.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84d0218ff28d_ms-365-logo2.png	(from https://www.247techies.com/infrastructure/get-the-best-microsoft-365-experience)
23:58:47	9803/9803	---M--	200	added ('OK')	image/png	etag:%224fda688c8f6bbf0d70965868f9130c30%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a848dfd8ff2b0_windows-defender-logo-C.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a848dfd8ff2b0_windows-defender-logo-C.png	(from https://www.247techies.com/infrastructure/get-the-best-microsoft-365-experience)
23:58:47	5827/5827	---M--	200	added ('OK')	image/png	etag:%223efe597be4acd5d9ca834dc6bf9de629%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8412158ff28f_enterprise-mobility-suite.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8412158ff28f_enterprise-mobility-suite.png	(from https://www.247techies.com/infrastructure/get-the-best-microsoft-365-experience)
23:58:48	7393/7393	---M--	200	added ('OK')	image/png	etag:%227142de24a8a310dd21c247f7fdd6d37c%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84f6aa8ff290_ms-azure-logo.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84f6aa8ff290_ms-azure-logo.png	(from https://www.247techies.com/infrastructure/get-the-best-microsoft-365-experience)
23:58:49	20708/20708	---M--	200	added ('OK')	image/png	etag:%2258b7a98af15d8c74a5375fa6afcdb536%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84822b8ff2af_ems-graph-365-1-C.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84822b8ff2af_ems-graph-365-1-C.png	(from https://www.247techies.com/infrastructure/get-the-best-microsoft-365-experience)
23:58:50	35483/35483	---M--	200	added ('OK')	image/png	etag:%22f9bef44df57f86528c5aabcc93f20453%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8402288ff273_isms4.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8402288ff273_isms4.png	(from https://www.247techies.com/case-studies/casestudy-isms)
23:58:51	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2017%20Dec%202024%2016:58:42%20GMT	https://www.247techies.com/it-security/security-solutions	D:/JP%20Web%20Sites/247techtest/www.247techies.com/it-security/security-solutions.html	(from https://www.247techies.com/)
